	superkingdom		phylum		class		order		family		genus		species	Full	SciNameFull_found
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Rhadinovirus	|s__	Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota	Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota
d__	Viruses							|f__	Iridoviridae	|g__	Ranavirus	|s__	Common midwife toad virus	d__Viruses|f__Iridoviridae|g__Ranavirus|s__Common midwife toad virus	Common midwife toad virus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Condylorrhiza vestigialis MNPV	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Condylorrhiza vestigialis MNPV	Condylorrhiza vestigialis MNPV
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae					d__Viruses|o__Nidovirales|f__Coronaviridae	Coronaviridae
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae					d__Viruses|o__Nidovirales|f__Coronaviridae	Coronaviridae
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae					d__Viruses|o__Nidovirales|f__Coronaviridae	Coronaviridae
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae					d__Viruses|o__Nidovirales|f__Coronaviridae	Coronaviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Chunghsingvirus	|s__	Corynebacterium virus P1201	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Chunghsingvirus|s__Corynebacterium virus P1201	Corynebacterium virus P1201
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Ceetrepovirus	|s__	Corynebacterium virus Zion	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Ceetrepovirus|s__Corynebacterium virus Zion	Corynebacterium virus Zion
d__	Viruses							|f__	Polydnaviridae	|g__	Bracovirus	|s__	Cotesia congregata bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Cotesia congregata bracovirus	Cotesia congregata bracovirus
d__	Viruses							|f__	Poxviridae			|s__	Cotia virus	d__Viruses|f__Poxviridae|s__Cotia virus	Cotia virus
d__	Viruses							|f__	Nanoviridae			|s__	Cow vetch latent virus	d__Viruses|f__Nanoviridae|s__Cow vetch latent virus	Cow vetch latent virus
d__	Viruses					|o__	Tymovirales	|f__	Betaflexiviridae	|g__	Carlavirus	|s__	Cowpea mild mottle virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Cowpea mild mottle virus	Cowpea mild mottle virus
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Legionellales	|f__	Coxiellaceae	|g__	Coxiella	|s__	Coxiella endosymbiont of Rhipicephalus microplus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Coxiella endosymbiont of Rhipicephalus microplus	Coxiella endosymbiont of Rhipicephalus microplus
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Rhadinovirus	|s__	Cricetid gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Cricetid gammaherpesvirus 2	Cricetid gammaherpesvirus 2
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Certrevirus	|s__	Cronobacter virus CR3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Certrevirus|s__Cronobacter virus CR3	Cronobacter virus CR3
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Certrevirus	|s__	Cronobacter virus CR9	d__Viruses|o__Caudovirales|f__Myoviridae|g__Certrevirus|s__Cronobacter virus CR9	Cronobacter virus CR9
d__	Viruses							|f__	Hypoviridae	|g__	Hypovirus	|s__	Cryphonectria hypovirus 2	d__Viruses|f__Hypoviridae|g__Hypovirus|s__Cryphonectria hypovirus 2	Cryphonectria hypovirus 2
d__	Eukaryota	|p__	Basidiomycota	|c__	Tremellomycetes	|o__	Tremellales	|f__	Cryptococcaceae	|g__	Cryptococcus			d__Eukaryota|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus	Cryptococcus
d__	Eukaryota	|p__	Basidiomycota	|c__	Tremellomycetes	|o__	Tremellales	|f__	Cryptococcaceae	|g__	Cryptococcus	|s__	Cryptococcus gattii VGI	d__Eukaryota|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGI	Cryptococcus gattii VGI
d__	Eukaryota	|p__	Basidiomycota	|c__	Tremellomycetes	|o__	Tremellales	|f__	Cryptococcaceae	|g__	Cryptococcus	|s__	Cryptococcus gattii VGI	d__Eukaryota|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus|s__Cryptococcus gattii VGI	Cryptococcus gattii VGI
d__	Viruses							|f__	Virgaviridae	|g__	Tobamovirus	|s__	Cucumber green mottle mosaic virus	d__Viruses|f__Virgaviridae|g__Tobamovirus|s__Cucumber green mottle mosaic virus	Cucumber green mottle mosaic virus
d__	Viruses							|f__	Baculoviridae	|g__	Deltabaculovirus	|s__	Culex nigripalpus nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Deltabaculovirus|s__Culex nigripalpus nucleopolyhedrovirus	Culex nigripalpus nucleopolyhedrovirus
d__	Bacteria	|p__	Actinobacteria	|c__	Actinobacteria	|o__	Micrococcales	|f__	Microbacteriaceae	|g__	Curtobacterium	|s__	Curtobacterium sp. 'Ferrero'	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium sp. 'Ferrero'	Curtobacterium sp. 'Ferrero'
d__	Bacteria	|p__	Cyanobacteria											d__Bacteria|p__Cyanobacteria	Cyanobacteria
d__	Bacteria	|p__	Cyanobacteria									|s__	cyanobacterium endosymbiont of Epithemia turgida	d__Bacteria|p__Cyanobacteria|s__cyanobacterium endosymbiont of Epithemia turgida	cyanobacterium endosymbiont of Epithemia turgida
d__	Bacteria	|p__	Cyanobacteria									|s__	cyanobacterium endosymbiont of Epithemia turgida	d__Bacteria|p__Cyanobacteria|s__cyanobacterium endosymbiont of Epithemia turgida	cyanobacterium endosymbiont of Epithemia turgida
d__	Bacteria	|p__	Cyanobacteria									|s__	cyanobacterium endosymbiont of Rhopalodia gibberula	d__Bacteria|p__Cyanobacteria|s__cyanobacterium endosymbiont of Rhopalodia gibberula	cyanobacterium endosymbiont of Rhopalodia gibberula
d__	Bacteria	|p__	Cyanobacteria									|s__	cyanobacterium PCC 7702	d__Bacteria|p__Cyanobacteria|s__cyanobacterium PCC 7702	cyanobacterium PCC 7702
d__	Bacteria	|p__	Cyanobacteria			|o__	Chroococcales	|f__	Chroococcaceae	|g__	Cyanosarcina	|s__	Cyanosarcina burmensis	d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae|g__Cyanosarcina|s__Cyanosarcina burmensis	Cyanosarcina burmensis
d__	Viruses							|f__	Baculoviridae	|g__	Betabaculovirus	|s__	Cydia pomonella granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Cydia pomonella granulovirus	Cydia pomonella granulovirus
d__	Viruses							|f__	Solemoviridae	|g__	Sobemovirus	|s__	Cymbidium chlorotic mosaic virus	d__Viruses|f__Solemoviridae|g__Sobemovirus|s__Cymbidium chlorotic mosaic virus	Cymbidium chlorotic mosaic virus
d__	Viruses							|f__	Reoviridae	|g__	Cypovirus	|s__	Cypovirus 15	d__Viruses|f__Reoviridae|g__Cypovirus|s__Cypovirus 15	Cypovirus 15
d__	Viruses					|o__	Herpesvirales	|f__	Alloherpesviridae	|g__	Cyprinivirus	|s__	Cyprinid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid herpesvirus 1	Cyprinid herpesvirus 1
d__	Viruses					|o__	Herpesvirales	|f__	Alloherpesviridae	|g__	Cyprinivirus	|s__	Cyprinid herpesvirus 3	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid herpesvirus 3	Cyprinid herpesvirus 3
d__	Eukaryota	|p__	Ascomycota	|c__	Saccharomycetes	|o__	Saccharomycetales	|f__	Debaryomycetaceae					d__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae	Debaryomycetaceae
d__	Bacteria	|p__	Deinococcus-Thermus	|c__	Deinococci	|o__	Deinococcales	|f__	Deinococcaceae	|g__	Deinococcus	|s__	Deinococcus soli Cha et al. 2016	d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus soli Cha et al. 2016	Deinococcus soli Cha et al. 2016
d__	Bacteria	|p__	Proteobacteria	|c__	Deltaproteobacteria							|s__	delta proteobacterium PSCGC 5296	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|s__delta proteobacterium PSCGC 5296	delta proteobacterium PSCGC 5296
d__	Bacteria	|p__	Proteobacteria	|c__	Deltaproteobacteria							|s__	delta proteobacterium PSCGC 5342	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|s__delta proteobacterium PSCGC 5342	delta proteobacterium PSCGC 5342
d__	Bacteria	|p__	Proteobacteria	|c__	Deltaproteobacteria							|s__	delta proteobacterium PSCGC 5451	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|s__delta proteobacterium PSCGC 5451	delta proteobacterium PSCGC 5451
d__	Bacteria	|p__	Firmicutes	|c__	Clostridia	|o__	Clostridiales	|f__	Peptococcaceae	|g__	Desulfallas	|s__	Desulfallas arcticus	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfallas|s__Desulfallas arcticus	Desulfallas arcticus
d__	Bacteria	|p__	Proteobacteria	|c__	Deltaproteobacteria	|o__	Desulfovibrionales	|f__	Desulfovibrionaceae	|g__	Desulfohalovibrio	|s__	Desulfohalovibrio alkalitolerans	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfohalovibrio|s__Desulfohalovibrio alkalitolerans	Desulfohalovibrio alkalitolerans
d__	Bacteria	|p__	Proteobacteria	|c__	Deltaproteobacteria	|o__	Desulfovibrionales	|f__	Desulfovibrionaceae	|g__	Desulfovibrio	|s__	Desulfovibrio magneticus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio magneticus	Desulfovibrio magneticus
d__	Viruses											|s__	Diabrotica virgifera virgifera virus 3	d__Viruses|s__Diabrotica virgifera virgifera virus 3	Diabrotica virgifera virgifera virus 3
d__	Bacteria	|p__	Firmicutes	|c__	Negativicutes	|o__	Veillonellales	|f__	Veillonellaceae	|g__	Dialister	|s__	Dialister micraerophilus	d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister micraerophilus	Dialister micraerophilus
d__	Viruses											|s__	Diaphorina citri flavi-like virus	d__Viruses|s__Diaphorina citri flavi-like virus	Diaphorina citri flavi-like virus
d__	Viruses											|s__	Diaporthe ambigua RNA virus 1	d__Viruses|s__Diaporthe ambigua RNA virus 1	Diaporthe ambigua RNA virus 1
d__	Viruses							|f__	Totiviridae			|s__	Diatom colony associated dsRNA virus 10	d__Viruses|f__Totiviridae|s__Diatom colony associated dsRNA virus 10	Diatom colony associated dsRNA virus 10
d__	Viruses							|f__	Baculoviridae	|g__	Betabaculovirus	|s__	Diatraea saccharalis granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Diatraea saccharalis granulovirus	Diatraea saccharalis granulovirus
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Nanhaivirus	|s__	Dinoroseobacter virus D5C	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nanhaivirus|s__Dinoroseobacter virus D5C	Dinoroseobacter virus D5C
d__	Viruses							|f__	Reoviridae	|g__	Dinovernavirus			d__Viruses|f__Reoviridae|g__Dinovernavirus	Dinovernavirus
d__	Viruses							|f__	Polydnaviridae	|g__	Bracovirus	|s__	Diolcogaster facetosa bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Diolcogaster facetosa bracovirus	Diolcogaster facetosa bracovirus
d__	Viruses					|o__	Ortervirales	|f__	Caulimoviridae	|g__	Badnavirus	|s__	Dioscorea bacilliform RT virus 1	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Dioscorea bacilliform RT virus 1	Dioscorea bacilliform RT virus 1
d__	Viruses							|f__	Phycodnaviridae	|g__	Prasinovirus	|s__	Dishui lake phycodnavirus 1	d__Viruses|f__Phycodnaviridae|g__Prasinovirus|s__Dishui lake phycodnavirus 1	Dishui lake phycodnavirus 1
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Dolphin mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Dolphin mastadenovirus B	Dolphin mastadenovirus B
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Dolphin mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Dolphin mastadenovirus B	Dolphin mastadenovirus B
d__	Eukaryota	|p__	Ascomycota	|c__	Dothideomycetes									d__Eukaryota|p__Ascomycota|c__Dothideomycetes	Dothideomycetes
d__	Eukaryota	|p__	Ascomycota	|c__	Dothideomycetes									d__Eukaryota|p__Ascomycota|c__Dothideomycetes	Dothideomycetes
d__	Eukaryota	|p__	Ascomycota	|c__	Dothideomycetes									d__Eukaryota|p__Ascomycota|c__Dothideomycetes	Dothideomycetes
d__	Viruses							|f__	Circoviridae			|s__	Dromedary stool-associated circular ssDNA virus	d__Viruses|f__Circoviridae|s__Dromedary stool-associated circular ssDNA virus	Dromedary stool-associated circular ssDNA virus
d__	Viruses							|f__	Nudiviridae			|s__	Drosophila innubila nudivirus	d__Viruses|f__Nudiviridae|s__Drosophila innubila nudivirus	Drosophila innubila nudivirus
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Xinmoviridae	|g__	Anphevirus	|s__	Drosophilid anphevirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Xinmoviridae|g__Anphevirus|s__Drosophilid anphevirus	Drosophilid anphevirus
d__	Viruses							|f__	Papillomaviridae	|g__	Dyophipapillomavirus	|s__	Dyophipapillomavirus 1	d__Viruses|f__Papillomaviridae|g__Dyophipapillomavirus|s__Dyophipapillomavirus 1	Dyophipapillomavirus 1
d__	Viruses							|f__	Papillomaviridae	|g__	Dyopsipapillomavirus	|s__	Dyopsipapillomavirus 1	d__Viruses|f__Papillomaviridae|g__Dyopsipapillomavirus|s__Dyopsipapillomavirus 1	Dyopsipapillomavirus 1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Yokohamavirus	|s__	Edwardsiella virus MSW3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Yokohamavirus|s__Edwardsiella virus MSW3	Edwardsiella virus MSW3
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rickettsiales	|f__	Anaplasmataceae	|g__	Ehrlichia			d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia	Ehrlichia
d__	Viruses							|f__	Polyomaviridae	|g__	Alphapolyomavirus	|s__	Eidolon helvum polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Eidolon helvum polyomavirus 1	Eidolon helvum polyomavirus 1
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Proboscivirus	|s__	Elephant endotheliotropic herpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 4	Elephant endotheliotropic herpesvirus 4
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Proboscivirus	|s__	Elephant endotheliotropic herpesvirus 5	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephant endotheliotropic herpesvirus 5	Elephant endotheliotropic herpesvirus 5
d__	Bacteria	|p__	Firmicutes									|s__	endosymbiont 'TC1' of Trimyema compressum	d__Bacteria|p__Firmicutes|s__endosymbiont 'TC1' of Trimyema compressum	endosymbiont 'TC1' of Trimyema compressum
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Holosporales	|f__	Holosporaceae			|s__	endosymbiont of Acanthamoeba sp. UWC8	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|s__endosymbiont of Acanthamoeba sp. UWC8	endosymbiont of Acanthamoeba sp. UWC8
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	endosymbiont of Bathymodiolus sp.	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Bathymodiolus sp.	endosymbiont of Bathymodiolus sp.
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	endosymbiont of Euscepes postfasciatus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Euscepes postfasciatus	endosymbiont of Euscepes postfasciatus
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria					|g__	Candidatus Nardonella	|s__	endosymbiont of Pachyrhynchus infernalis	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Pachyrhynchus infernalis	endosymbiont of Pachyrhynchus infernalis
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	endosymbiont of Ridgeia piscesae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Ridgeia piscesae	endosymbiont of Ridgeia piscesae
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	endosymbiont of Riftia pachyptila	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Riftia pachyptila	endosymbiont of Riftia pachyptila
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria					|g__	Candidatus Nardonella	|s__	endosymbiont of Sipalinus gigas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus Nardonella|s__endosymbiont of Sipalinus gigas	endosymbiont of Sipalinus gigas
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	endosymbiont of Tevnia jerichonana	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__endosymbiont of Tevnia jerichonana	endosymbiont of Tevnia jerichonana
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae	|g__	Enterobacter	|s__	Enterobacter hormaechei	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei	Enterobacter hormaechei
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae	|g__	Enterobacter	|s__	Enterobacter hormaechei	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei	Enterobacter hormaechei
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae	|g__	Enterobacter	|s__	Enterobacter hormaechei	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei	Enterobacter hormaechei
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae	|g__	Enterobacter	|s__	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter roggenkampii
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae	|g__	Enterobacter	|s__	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter roggenkampii
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae	|g__	Enterobacter	|s__	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter roggenkampii
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae	|g__	Enterobacter	|s__	Enterobacter roggenkampii	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter roggenkampii	Enterobacter roggenkampii
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Eclunavirus	|s__	Enterobacter virus EcL1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Eclunavirus|s__Enterobacter virus EcL1	Enterobacter virus EcL1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Karamvirus	|s__	Enterobacter virus PG7	d__Viruses|o__Caudovirales|f__Myoviridae|g__Karamvirus|s__Enterobacter virus PG7	Enterobacter virus PG7
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae					d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	Enterobacteriaceae
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae					d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	Enterobacteriaceae
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae					d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	Enterobacteriaceae
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae					d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	Enterobacteriaceae
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae			|s__	Enterobacteriaceae bacterium strain FGI 57	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Enterobacteriaceae bacterium strain FGI 57	Enterobacteriaceae bacterium strain FGI 57
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Lactobacillales	|f__	Enterococcaceae	|g__	Enterococcus	|s__	Enterococcus sp. 3C8_DIV0646	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. 3C8_DIV0646	Enterococcus sp. 3C8_DIV0646
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Lactobacillales	|f__	Enterococcaceae	|g__	Enterococcus	|s__	Enterococcus sp. HMSC061C05	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus sp. HMSC061C05	Enterococcus sp. HMSC061C05
